sample_id,category,label,class
rope/test/contamination/015,rope,1,A_rgb_only+G_breaks
rope/test/contamination/016,rope,1,D_both_wrong
rope/test/contamination/017,rope,1,A_rgb_only+F_fixes_depth
rope/test/contamination/018,rope,1,D_both_wrong
rope/test/contamination/019,rope,1,A_rgb_only+G_breaks
rope/test/contamination/020,rope,1,D_both_wrong
rope/test/contamination/021,rope,1,D_both_wrong
rope/test/contamination/022,rope,1,A_rgb_only+F_fixes_depth
rope/test/contamination/023,rope,1,A_rgb_only+F_fixes_depth
rope/test/contamination/024,rope,1,A_rgb_only+G_breaks
rope/test/cut/000,rope,1,C_both_correct
rope/test/cut/001,rope,1,D_both_wrong
rope/test/cut/002,rope,1,A_rgb_only+G_breaks
rope/test/cut/003,rope,1,D_both_wrong
rope/test/cut/004,rope,1,D_both_wrong
rope/test/cut/005,rope,1,A_rgb_only+G_breaks
rope/test/cut/006,rope,1,C_both_correct
rope/test/cut/007,rope,1,A_rgb_only+G_breaks
rope/test/cut/008,rope,1,A_rgb_only+G_breaks
rope/test/cut/009,rope,1,A_rgb_only+G_breaks
rope/test/cut/010,rope,1,A_rgb_only+G_breaks
rope/test/cut/011,rope,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
rope/test/cut/012,rope,1,A_rgb_only+G_breaks
rope/test/cut/013,rope,1,A_rgb_only+G_breaks
rope/test/cut/014,rope,1,A_rgb_only+G_breaks
rope/test/cut/015,rope,1,C_both_correct
rope/test/cut/016,rope,1,A_rgb_only+F_fixes_depth
rope/test/cut/017,rope,1,A_rgb_only+G_breaks
rope/test/cut/018,rope,1,A_rgb_only+F_fixes_depth
rope/test/cut/019,rope,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
rope/test/cut/020,rope,1,C_both_correct
rope/test/cut/021,rope,1,A_rgb_only+F_fixes_depth
rope/test/cut/022,rope,1,A_rgb_only+G_breaks
rope/test/cut/023,rope,1,D_both_wrong
rope/test/cut/024,rope,1,A_rgb_only+F_fixes_depth
rope/test/cut/025,rope,1,D_both_wrong
rope/test/cut/026,rope,1,A_rgb_only+G_breaks
rope/test/good/000,rope,0,C_both_correct
rope/test/good/001,rope,0,C_both_correct
rope/test/good/002,rope,0,C_both_correct
rope/test/good/003,rope,0,C_both_correct
rope/test/good/004,rope,0,C_both_correct
rope/test/good/005,rope,0,C_both_correct
rope/test/good/006,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/007,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/008,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/009,rope,0,C_both_correct
rope/test/good/010,rope,0,C_both_correct
rope/test/good/011,rope,0,C_both_correct
rope/test/good/012,rope,0,C_both_correct
rope/test/good/013,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/014,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/015,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/016,rope,0,B_depth_only+G_breaks
rope/test/good/017,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/018,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/019,rope,0,C_both_correct
rope/test/good/020,rope,0,C_both_correct
rope/test/good/021,rope,0,A_rgb_only+G_breaks
rope/test/good/022,rope,0,A_rgb_only+G_breaks
rope/test/good/023,rope,0,C_both_correct
rope/test/good/024,rope,0,C_both_correct
rope/test/good/025,rope,0,C_both_correct
rope/test/good/026,rope,0,C_both_correct
rope/test/good/027,rope,0,C_both_correct
rope/test/good/028,rope,0,C_both_correct
rope/test/good/029,rope,0,C_both_correct
rope/test/good/030,rope,0,B_depth_only+E_fixes_rgb
rope/test/good/031,rope,0,C_both_correct
rope/test/open/000,rope,1,C_both_correct
rope/test/open/001,rope,1,D_both_wrong
rope/test/open/002,rope,1,A_rgb_only+G_breaks
rope/test/open/003,rope,1,A_rgb_only+G_breaks
rope/test/open/004,rope,1,B_depth_only+E_fixes_rgb
rope/test/open/005,rope,1,C_both_correct
rope/test/open/006,rope,1,A_rgb_only+F_fixes_depth
rope/test/open/007,rope,1,A_rgb_only+G_breaks
rope/test/open/008,rope,1,A_rgb_only+F_fixes_depth
rope/test/open/009,rope,1,A_rgb_only+G_breaks
rope/test/open/010,rope,1,A_rgb_only+F_fixes_depth
rope/test/open/011,rope,1,A_rgb_only+G_breaks
rope/test/open/012,rope,1,D_both_wrong
rope/test/open/013,rope,1,A_rgb_only+G_breaks
rope/test/open/014,rope,1,C_both_correct
rope/test/open/015,rope,1,A_rgb_only+G_breaks
rope/test/open/016,rope,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
tire/test/combined/000,tire,1,B_depth_only+E_fixes_rgb
tire/test/combined/001,tire,1,D_both_wrong
tire/test/combined/002,tire,1,A_rgb_only+G_breaks
tire/test/combined/003,tire,1,B_depth_only+G_breaks
tire/test/combined/004,tire,1,A_rgb_only+G_breaks
tire/test/contamination/000,tire,1,D_both_wrong
tire/test/contamination/001,tire,1,B_depth_only+G_breaks
tire/test/contamination/002,tire,1,A_rgb_only+F_fixes_depth
tire/test/contamination/003,tire,1,B_depth_only+E_fixes_rgb
tire/test/contamination/004,tire,1,D_both_wrong
tire/test/contamination/005,tire,1,D_both_wrong
tire/test/contamination/006,tire,1,D_both_wrong
tire/test/contamination/007,tire,1,D_both_wrong
tire/test/contamination/008,tire,1,D_both_wrong
tire/test/contamination/009,tire,1,D_both_wrong
tire/test/contamination/010,tire,1,D_both_wrong
tire/test/contamination/011,tire,1,D_both_wrong
tire/test/contamination/012,tire,1,B_depth_only+E_fixes_rgb
tire/test/contamination/013,tire,1,D_both_wrong
tire/test/contamination/014,tire,1,D_both_wrong
tire/test/contamination/015,tire,1,D_both_wrong
tire/test/contamination/016,tire,1,B_depth_only+G_breaks
tire/test/contamination/017,tire,1,D_both_wrong
tire/test/contamination/018,tire,1,D_both_wrong
tire/test/contamination/019,tire,1,B_depth_only+E_fixes_rgb
tire/test/contamination/020,tire,1,B_depth_only+G_breaks
tire/test/contamination/021,tire,1,D_both_wrong
tire/test/contamination/022,tire,1,D_both_wrong
tire/test/contamination/023,tire,1,D_both_wrong
tire/test/contamination/024,tire,1,D_both_wrong
tire/test/contamination/025,tire,1,D_both_wrong
tire/test/contamination/026,tire,1,D_both_wrong
tire/test/contamination/027,tire,1,D_both_wrong
tire/test/cut/000,tire,1,D_both_wrong
tire/test/cut/001,tire,1,D_both_wrong
tire/test/cut/002,tire,1,B_depth_only+G_breaks
tire/test/cut/003,tire,1,D_both_wrong
tire/test/cut/004,tire,1,D_both_wrong
tire/test/cut/005,tire,1,B_depth_only+G_breaks
tire/test/cut/006,tire,1,D_both_wrong
tire/test/cut/007,tire,1,D_both_wrong
tire/test/cut/008,tire,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
tire/test/cut/009,tire,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
tire/test/cut/010,tire,1,D_both_wrong
tire/test/cut/011,tire,1,D_both_wrong
tire/test/cut/012,tire,1,D_both_wrong
tire/test/cut/013,tire,1,D_both_wrong
tire/test/cut/014,tire,1,A_rgb_only+G_breaks
tire/test/cut/015,tire,1,D_both_wrong
tire/test/cut/016,tire,1,D_both_wrong
tire/test/cut/017,tire,1,D_both_wrong
tire/test/cut/018,tire,1,D_both_wrong
tire/test/cut/019,tire,1,D_both_wrong
tire/test/cut/020,tire,1,D_both_wrong
tire/test/cut/021,tire,1,B_depth_only+G_breaks
tire/test/cut/022,tire,1,D_both_wrong
tire/test/cut/023,tire,1,D_both_wrong
tire/test/cut/024,tire,1,D_both_wrong
tire/test/cut/025,tire,1,B_depth_only+G_breaks
tire/test/cut/026,tire,1,A_rgb_only+G_breaks
tire/test/good/000,tire,0,C_both_correct
tire/test/good/001,tire,0,C_both_correct
tire/test/good/002,tire,0,C_both_correct
tire/test/good/003,tire,0,C_both_correct
tire/test/good/004,tire,0,A_rgb_only+F_fixes_depth
tire/test/good/005,tire,0,C_both_correct
tire/test/good/006,tire,0,C_both_correct
tire/test/good/007,tire,0,C_both_correct
tire/test/good/008,tire,0,C_both_correct
tire/test/good/009,tire,0,C_both_correct
tire/test/good/010,tire,0,C_both_correct
tire/test/good/011,tire,0,C_both_correct
tire/test/good/012,tire,0,C_both_correct
tire/test/good/013,tire,0,B_depth_only+E_fixes_rgb
tire/test/good/014,tire,0,B_depth_only+E_fixes_rgb
tire/test/good/015,tire,0,C_both_correct
tire/test/good/016,tire,0,C_both_correct
tire/test/good/017,tire,0,C_both_correct
tire/test/good/018,tire,0,C_both_correct
tire/test/good/019,tire,0,C_both_correct
tire/test/good/020,tire,0,C_both_correct
tire/test/good/021,tire,0,C_both_correct
tire/test/good/022,tire,0,A_rgb_only+F_fixes_depth
tire/test/good/023,tire,0,C_both_correct
tire/test/good/024,tire,0,C_both_correct
tire/test/hole/000,tire,1,A_rgb_only+F_fixes_depth
tire/test/hole/001,tire,1,D_both_wrong
tire/test/hole/002,tire,1,D_both_wrong
tire/test/hole/003,tire,1,D_both_wrong
tire/test/hole/004,tire,1,D_both_wrong
tire/test/hole/005,tire,1,D_both_wrong
tire/test/hole/006,tire,1,D_both_wrong
tire/test/hole/007,tire,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
tire/test/hole/008,tire,1,D_both_wrong
tire/test/hole/009,tire,1,D_both_wrong
tire/test/hole/010,tire,1,D_both_wrong
tire/test/hole/011,tire,1,D_both_wrong
tire/test/hole/012,tire,1,A_rgb_only+G_breaks
tire/test/hole/013,tire,1,D_both_wrong
tire/test/hole/014,tire,1,D_both_wrong
tire/test/hole/015,tire,1,D_both_wrong
tire/test/hole/016,tire,1,D_both_wrong
tire/test/hole/017,tire,1,D_both_wrong
tire/test/hole/018,tire,1,D_both_wrong
tire/test/hole/019,tire,1,D_both_wrong
tire/test/hole/020,tire,1,D_both_wrong
tire/test/hole/021,tire,1,B_depth_only+E_fixes_rgb
tire/test/hole/022,tire,1,B_depth_only+G_breaks
tire/test/hole/023,tire,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
tire/test/hole/024,tire,1,A_rgb_only+F_fixes_depth
tire/test/hole/025,tire,1,D_both_wrong
tire/test/hole/026,tire,1,D_both_wrong
